artist,song,id,key,mode,loudness,danceability,valence,tempo,instrumentalness,liveness,energy
The Slow Readers Club,Days Like This Will Break Your Heart (Live),4CgnjeVXCujpOFTPbYH4Hq,7,0,-7.082000000000001,0.616,0.327,97.036,6.59e-05,0.696,0.695
Donnie McClurkin,Psalm 27,0vEa7np8WnYoXpcSbPJtTF,5,1,-7.487,0.546,0.628,149.866,9.91e-06,0.784,0.631
Wu-Block,"Stella (feat. Ghostface Killah, Sheek Louch and Method Man)",3IoNS8KuoU3vkgh2nwzM0l,0,1,-8.597999999999999,0.455,0.574,91.514,0.0,0.355,0.7559999999999999
Andreas Bach,"Album For The Young, Op. 68, No. 25: Nachklänge aus dem Theater",059d9lCByn8YMbb61uU61Z,9,0,-15.46,0.41100000000000003,0.495,96.46799999999999,0.8290000000000001,0.115,0.35600000000000004
Sananda Maitreya,Walkaway (Ghost Song),5465Ix5uDhNpgHtNkWEC0Z,4,1,-10.717,0.539,0.396,135.165,0.000152,0.10099999999999999,0.628
The Black Dog,Riphead V9,0L1lta3aHUaZ1AZnLC7W8I,9,0,-17.399,0.581,0.22,134.009,0.92,0.11199999999999999,0.363
Matanza,Todo Ódio da Vingança de Jack Buffalo Head - Ao Vivo,0mQU505aQuSR5jJFznbsTN,11,0,-5.45,0.44,0.21899999999999997,97.235,0.5379999999999999,0.22399999999999998,0.996
Keep Of Kalessin,The Divine Land,61i7ljZZR36LqlLaqB8wxF,1,0,-5.796,0.446,0.0561,115.01299999999999,0.8340000000000001,0.109,0.982
Shifted,6ft of Silence,5HdJykm1qWCvDIhIIvpOgA,1,1,-13.365,0.687,0.72,128.964,0.897,0.0997,0.7829999999999999
This Will Destroy You,The Mighty Rio Grande - Live,32lnRDF7ChVJXabhdVoACf,1,1,-13.777999999999999,0.344,0.0379,115.993,0.7829999999999999,0.0956,0.12
Jerry Jeff Walker,About Her Eyes,7iFO7hNC6tDhTaaNyjGq1d,11,1,-29.814,0.364,0.385,162.01,0.792,0.111,0.0775
M. Pokora,Je te mentirai,2itURHNYr2fvgJU6pwUlZZ,8,0,-7.555,0.684,0.247,92.98299999999999,5.56e-05,0.107,0.659
Nick Lowe,7 Nights To Rock,4mtThz33dWguZv6Xb0v2SE,0,1,-10.206,0.47200000000000003,0.752,103.56299999999999,0.00617,0.34600000000000003,0.9520000000000001
Jerry Douglas,Ben Dewberry's Final Run,1LkcHluyvSec01KFBLHKYE,2,1,-14.638,0.61,0.851,143.349,0.0474,0.0956,0.284
Cruzados,The Strange Face of Love,4YyrRC7W4BvpfNPSqnUxmn,11,0,-8.616,0.42700000000000005,0.266,99.836,0.00011499999999999999,0.368,0.649
Jeremy Soule,Around the Fire,0JP97EPP5NkoemtNNjQYPR,2,1,-24.465,0.441,0.359,80.009,0.836,0.20199999999999999,0.135
Gun,Don't Say It's Over,5nIJXBeZ36Jp70bBzwi6E3,2,1,-7.311,0.391,0.529,156.253,0.0121,0.445,0.9279999999999999
Barua,Los Malos Del Cuento,1ZQIgc1Kct7mA2zSh07kLn,2,1,-3.39,0.446,0.584,172.952,0.0,0.11599999999999999,0.9329999999999999
The Ericksons,Catching You (on the sidelines),35YyEFxxt8kraGTCl1hgB0,0,1,-10.491,0.39899999999999997,0.0725,173.535,3.78e-06,0.107,0.239
Pelt,Sunflower River Blues,7Ibx5kcrJCdXEhjuBuH8vu,6,1,-11.49,0.354,0.0833,93.273,0.848,0.105,0.47200000000000003
Cidinho & Doca,Rap Das Armas - Quintino Radio Edit,23DVHj3LBeMKmuE3iXvvCQ,11,0,-3.556,0.601,0.922,121.846,0.445,0.0707,0.894
Petros Tabouris,Paean - Ancient manuscript,3xgmop0DTvzdXTHMvUCxmV,0,1,-14.181,0.262,0.377,206.628,3.93e-06,0.174,0.17600000000000002
The Zawinul Syndicate,"No Mercy for Me (Mercy, Mercy, Mercy)",3Xl5wWuqnS3z8zFv6W3QgM,5,0,-14.065999999999999,0.7240000000000001,0.68,79.965,0.00542,0.142,0.529
Annie Lennox,I Cover The Waterfront,3pcmCjGpvJJseYmD2TPlEh,1,1,-12.753,0.505,0.292,69.87,2.56e-06,0.131,0.201
Air Supply,Making Love Out Of Nothing At All,1w2CBsRDGGrYfcIFurKN5l,4,1,-5.682,0.428,0.382,145.938,0.0,0.9490000000000001,0.715
Bone Thugs-N-Harmony,Mo' Thug,2TlfxCerqjDuBq1Hh49efd,1,1,-10.115,0.66,0.295,71.984,0.00201,0.0665,0.316
Aelpéacha,On ne change pas (1996-2002),7dP7gnk5NAeA4UaNO85uDz,8,1,-4.68,0.6779999999999999,0.763,83.48100000000001,0.0,0.15,0.7
Vicky Cryer,I'll Take the Pain,61RkgsTFkAaOWExyXuu2zv,0,1,-6.99,0.62,0.354,108.05799999999999,0.000121,0.26899999999999996,0.68
Umphrey's McGee,"Puppet String (09/14/12 Morrison, Co)",454dRF5t4XvhTmssVkBW29,7,1,-5.5920000000000005,0.47600000000000003,0.491,107.087,0.6579999999999999,0.435,0.9490000000000001
Calmus Ensemble,"Jesu, Meine Freude BWV 227: Ihr Aber Seid Nicht Fleischlich - Fuga",2RpThCQIUJjTXe5Kvhrc6k,4,1,-16.157,0.21100000000000002,0.245,83.478,0.0019,0.113,0.336
Vainica Doble,Eva Cáncer,3ez8wfaZDFpknX4cADBB2x,4,0,-14.412,0.22399999999999998,0.17600000000000002,89.369,0.0346,0.10099999999999999,0.27399999999999997
Sal Paradise,Lost Maps,2QX1NgHPk2isPN7arxk5aY,0,1,-7.7379999999999995,0.354,0.373,178.15099999999998,0.551,0.111,0.511
Jagged Edge,I'll Be Right There,3FtFirNTivskxmPE0DWKNe,9,1,-11.931,0.8540000000000001,0.789,90.139,0.0,0.297,0.447
These Knees,"Break Science, Make Art",3fa5axUJ4CVntjYD0Y2WzV,7,1,-6.577000000000001,0.525,0.56,110.08200000000001,0.0,0.0861,0.8740000000000001
Woods,Til the Sun Rips,2NeeO5N9fN1zOxNWzz5C0h,7,1,-10.763,0.542,0.35200000000000004,118.73200000000001,0.826,0.662,0.387
Tyler Hilton,You'll Ask For Me,1HMhn07NZQdxwCwxA0ws71,5,1,-6.1770000000000005,0.516,0.612,93.735,0.0,0.305,0.716
Bill Evans,Blue Serge,6QsuPZf3nFrvs0MlVL70Sg,5,1,-22.64,0.475,0.175,122.574,0.93,0.121,0.0898
Aceyalone,B-Boy Real MC Coy (feat. Abstract Rude),6ZnFeStj8PHtyFYpQcnQ1J,6,1,-5.707999999999999,0.88,0.862,92.96700000000001,0.0,0.11800000000000001,0.794
Screaming Lord Hutch,All Back And Hairy,6Azu1cluIViNWSAzDORP4H,2,1,-10.495999999999999,0.529,0.324,140.216,0.000292,0.9359999999999999,0.935
Hank Williams,There's A Tear In My Beer,56jLFbKaE6OB8rmbITd6UN,8,1,-14.238,0.586,0.429,141.058,0.00543,0.271,0.184
DJ Seduction,Slammin 'N Jammin - Joey Riot Remix,1637CO5qzaTIlVZplfcGbL,7,1,-6.619,0.502,0.342,174.985,0.835,0.0795,0.9940000000000001
Aphrodite,Interlude (Third Interlude),3lEqKiT7AkiSQP5s0SHnHe,9,1,-15.626,0.373,0.0558,85.79,0.8009999999999999,0.8140000000000001,0.627
Lukas Nelson and Promise of the Real,Living It Up,0ee6vQAVQvu8NmUZmBP3GP,1,1,-8.234,0.474,0.34,123.021,0.00417,0.0983,0.86
Leeland,Lift Your Eyes Up,2pjUyNrHExsHr9g9CtXYxU,9,1,-7.1339999999999995,0.39399999999999996,0.15,138.15200000000002,0.0,0.19399999999999998,0.504
Hebronix,Wild Whim,1LEaL4tBlVDqpSZDVpq4ry,11,1,-5.454,0.247,0.452,144.165,0.00828,0.17,0.732
Elli Medeiros,A Bailar Calypso,0MwgLXZKoRFtNlaCZxN7sO,9,0,-14.263,0.753,0.941,129.997,0.00532,0.207,0.721
Fu Manchu,Eatin' Dust,2eHruBEy06Vt7VswO4ROhC,7,0,-5.142,0.292,0.40299999999999997,92.236,0.0417,0.17800000000000002,0.927
Phora,Swapmeet Steelo,6jRTc8scZo7I2vbU9o1haP,0,0,-4.098,0.516,0.804,87.2,0.0,0.943,0.802
Gina,Raggiungimi,72HhJKz0qmBpWRPUnxmsnY,0,1,-11.213,0.506,0.0655,136.576,0.0716,0.111,0.294
Embrace Destruction,The Modern Art of Slavery,4Wp2NCvvZSiJebOfdXN2RT,6,1,-4.939,0.429,0.157,144.747,0.185,0.47200000000000003,0.97
Weyes Blood,Lost In Dreams,2ME5pUzW6zo0BE6j9V7t7u,6,1,-14.773,0.19699999999999998,0.0475,79.866,0.922,0.0953,0.332
Diesler,Carla's Beat featuring Katie Miller,5XsdrBb8O5qaVUrutjrwzR,10,0,-11.17,0.83,0.433,104.964,0.00417,0.12300000000000001,0.722
Reeve Carney,Rise Above 1,46uhQJt7GSn14w1b46rIvn,10,1,-5.702999999999999,0.525,0.424,84.007,1.1900000000000001e-05,0.0953,0.721
A Boy and His Kite,Cover Your Tracks (Instrumental),0AQzMywI0pSQmb9V9zMvFW,0,1,-12.817,0.47,0.177,150.034,0.8490000000000001,0.0937,0.428
Little Mix,Stand Down,6bHry0NOBdhm7FHRtXLciS,7,1,-4.257,0.723,0.75,125.993,0.0,0.6940000000000001,0.895
U-Roy,Dub Mr Bassie,0ZiYWzsJrxqvIzXTxo0vUy,11,0,-11.241,0.757,0.406,176.85299999999998,0.938,0.0997,0.34600000000000003
Spanish Harlem Orchestra,Escucha El Ritmo,5d0J91cg021AhlWf7FgRMz,7,1,-4.7780000000000005,0.672,0.909,134.437,0.0425,0.035,0.7879999999999999
Diddy,If You Want This Money,40cuWBGIVzM5InQSpj0Sd6,10,0,-4.582,0.6409999999999999,0.782,99.118,0.0,0.303,0.9309999999999999
Tyga & Clinton Sparks,Just Lean,37R7D1CsTxYMTPGDIXvM8F,5,1,-7.779,0.5870000000000001,0.316,145.548,0.0,0.767,0.763
Djedjotronic,Abyssal Zone,5lVLVesYTqwccWbiBwsF3a,1,1,-5.5360000000000005,0.713,0.162,128.002,0.8490000000000001,0.0292,0.914
Armin van Buuren,Safe Inside You [ANR046] - Original Mix,0yeQRAi2K5JoGgigATdfJU,6,1,-14.758,0.465,0.102,137.945,0.0765,0.434,0.867
Francois Peglau,Lonesome Cafe,2lBb3yb1wU4bOaZc1GUiid,7,1,-6.957999999999999,0.272,0.664,185.545,0.037000000000000005,0.324,0.8340000000000001
Esham,The Wicketshit Will Never Die,58MnqhrxArBcKAoxFvJx2T,7,1,-2.873,0.805,0.517,83.068,0.000884,0.075,0.89
Disembowelment,The Spirits of the Tall Hills,1N4Gj1Pv76fooiXzmYlbFr,1,1,-6.949,0.248,0.059000000000000004,110.654,0.109,0.136,0.87
Lucero,Te Quiero Porque Si,3sjyyk4ega3jgenAWVeuY5,2,1,-9.141,0.91,0.8320000000000001,113.12299999999999,0.00249,0.0936,0.64
Howlin' Wolf,Louise - Single Version,5177RCTY7GU1cBsTy493aG,2,1,-16.369,0.462,0.685,129.844,0.0161,0.322,0.392
Brad Paisley,Too Country,5DH0JPEQ1LzYqxYqu1Pd9P,9,1,-12.919,0.42700000000000005,0.161,147.999,0.000299,0.179,0.331
Patrick Stump,Mad At Nothing,1y5Rf4BKu4S2Sjuya97UHS,1,1,-6.824,0.593,0.233,93.985,0.000245,0.131,0.6990000000000001
Bonobo,The Keeper - Instrumental,47Sfen8t2i7sZr1Lh0rr3Z,5,0,-8.154,0.75,0.324,170.11,0.9009999999999999,0.0731,0.565
Abbacadabra,On And On And On (Almighty Anthem Radio Edit),4kuyW9hZrPfwvK7w5mOPCg,0,1,-6.211,0.6940000000000001,0.878,134.07399999999998,0.195,0.302,0.995
Birthday Suits,High School Luggage,5UHIUBnWfFOZUQxWffb6PJ,9,1,-3.372,0.38799999999999996,0.225,99.07600000000001,0.894,0.7829999999999999,0.998
Daddy Yankee,Todas Las Yales,5dFf3tXVr3smf4da2jkklt,6,0,-6.053,0.826,0.498,108.99799999999999,0.00484,0.158,0.87
Sondre Lerche,All Luck Ran Out,1EsX3Y7dM0Ft41crj557OB,7,1,-4.914,0.621,0.961,122.025,5.720000000000001e-05,0.262,0.8390000000000001
Cabaret Voltaire,Rescue Me (City Lights),6MtcBjNDkkJdv31sA6vICV,7,0,-14.199000000000002,0.685,0.601,117.85700000000001,0.593,0.0514,0.465
Georges Delerue,Les Appalaches,5I09weeRLZQeIpBWO4TNx6,5,1,-11.583,0.32299999999999995,0.0493,106.164,0.0195,0.20800000000000002,0.31
The Blue Giant Zeta Puppies,The Wild Ride of Ichabod Crane,66Xcxb1xtMWsa1GNTEK1zV,2,0,-8.836,0.154,0.354,84.755,0.6990000000000001,0.0985,0.642
John Shiurba,John Shiurba - Guitar,12iN9WczLLDlYCAwb3cZmT,3,1,-19.855,0.38,0.317,136.86,0.44799999999999995,0.10099999999999999,0.146
Country Joe & The Fish,Not So Sweet Martha Lorraine,1JMJZYMdMY3Wl4WAAejSj6,4,1,-13.045,0.525,0.344,110.305,0.0,0.0775,0.374
Papermaps,Complicate Things,4rlEhZXrX02Ft7GWHwOnDm,2,0,-7.483,0.59,0.11599999999999999,135.185,0.625,0.0932,0.763
Alexandre Desplat,Godzilla's Victory,7bqGcOasMYtKXJ5CURw18Q,7,1,-17.073,0.11699999999999999,0.0457,78.668,0.441,0.73,0.0573
Pedro Guerra,Gente Tóxica,07ndi13kAGeE794yVu5gqD,4,0,-7.48,0.813,0.909,82.964,0.0,0.349,0.644
Francis Bebey,Guinée,4N86QBfQDhlog8o7wok1sD,8,1,-8.791,0.501,0.848,105.435,0.857,0.107,0.645
The Dixie Cups,You Should Have Seen The Way He Looked At Me,09gknDR3a0YmcLsuGUswQr,10,1,-8.842,0.6409999999999999,0.9129999999999999,118.756,0.0,0.09300000000000001,0.465
The Black Dahlia Murder,Warborn,2iH0puQLN2VxEeDaky3edP,10,0,-3.9419999999999997,0.397,0.326,159.945,0.107,0.0507,0.9670000000000001
Propellerheads,Spybreak!,4s5sDMArDoFR9fY1PWJbaX,10,0,-6.747999999999999,0.586,0.611,127.87700000000001,0.9,0.233,0.929
Interpol,Memory Serves,26wUyPWu2SmJUE2sXbwnK4,4,0,-5.447,0.47700000000000004,0.48100000000000004,136.106,0.249,0.315,0.8420000000000001
Angelzoom,Bouncing Shadows,2XQoeFC3By1V02Fl0jWCgh,2,0,-15.061,0.6920000000000001,0.517,119.007,0.903,0.106,0.311
The ZOE Group,I Am A Poor Wayfaring Stranger,2p5xhg5foGU2oESqailfVh,2,0,-11.923,0.276,0.17300000000000001,132.516,0.0,0.0963,0.145
The Infamous Stringdusters,Night on the River (Live from Bluegrass Underground),27j1TgjSCAeqTM1dRDvj0C,4,1,-7.3660000000000005,0.48,0.772,117.446,0.16699999999999998,0.546,0.835
Bonobo,Heaven For The Sinner - Instrumental,1bjXSJTEzZVm3oXQsdxVWd,2,0,-9.493,0.5820000000000001,0.175,101.01700000000001,0.0692,0.11699999999999999,0.5820000000000001
Nina Kraviz,4 Ben - Original Mix,2kwRJLABDHLHx9Mha6YbzF,2,0,-21.537,0.299,0.45799999999999996,113.995,0.917,0.11,0.299
Bill Laurance,Smokers Castle,4fymI7pC83clcTCBmVPI7X,1,1,-11.235999999999999,0.758,0.601,105.074,0.836,0.13699999999999998,0.478
disrupt,Crtitics,7DKyYY87hRAmbXwLBA7g5S,10,1,-5.02,0.298,0.154,81.095,0.00040199999999999996,0.326,0.9079999999999999
Ismael Lora,Big Mouth (Techno House Tribal Mix),0eaZFuLpQVZdA4QnQVSaRt,7,1,-9.991,0.77,0.354,140.001,0.899,0.0737,0.983
Justin Fletcher,If I Only Had a Brain - 2013,1PXsOy3vXPMxByIUQuhL9t,2,1,-8.97,0.742,0.8590000000000001,122.963,0.0,0.0958,0.501
Blackburner,Pumped Up Kicks (Dubstep Remix),6PklYjPAuymLFbjWSgIvPx,5,0,-3.597,0.617,0.17600000000000002,140.065,0.847,0.152,0.858
Mala Rodríguez,Caliente - Medley,5n8E677Z5WFtfzsTrgBC43,1,1,-5.546,0.615,0.655,79.135,0.00107,0.652,0.8740000000000001
Ashes Remain,Room For A King,4qmg8bJmA6a3vsA7PVVBom,11,1,-6.504,0.581,0.16399999999999998,116.939,1.12e-06,0.142,0.441
Attrition,A Girl Called Harmony,6PQCkidbZP5VSDeZTcjzvU,5,0,-5.605,0.6459999999999999,0.529,100.008,5.42e-05,0.132,0.9259999999999999
Ted Nugent,Scream Dream,6p2LtliYjG3mrON7TT4rKD,2,1,-10.001,0.28,0.568,160.674,0.111,0.377,0.8370000000000001
T. Rex,Chrome Sitar,1OYxUYMyW9LZLIXer4IeZm,9,0,-2.989,0.435,0.6,139.845,0.000285,0.249,0.9520000000000001
Lovelyz,Candy Jelly Love,0zeVK5QootqFfVKQQ5thFu,7,1,-3.125,0.7829999999999999,0.902,119.984,0.0,0.11,0.8959999999999999
Chillout Lounge Summertime Café,Relax Me I'm Famous,3wmzx8kxMCDEA5lDT33oNt,5,1,-18.168,0.675,0.87,179.965,0.86,0.0797,0.175
The Chipmunks & The Chipettes,We Are Family,67tpYaBDOoGmkW3s9w8b98,2,1,-3.3169999999999997,0.5379999999999999,0.7120000000000001,154.971,0.488,0.24,0.905
Cuco Valoy,Marcos Matias,3QcO2QtJkizjqkFV2YgJa3,3,1,-4.359,0.617,0.97,119.48899999999999,0.000663,0.07400000000000001,0.846
Omar,Lay It Down - Triad's 170bpm Full Vocal Mix,0fgqFNL42AzlqG7m7IOTbp,1,1,-16.379,0.7290000000000001,0.5429999999999999,170.04,0.217,0.114,0.37200000000000005
Lesiem,Justitia,5W8qnOggsewmKUxpsGcCEk,1,0,-9.64,0.626,0.46399999999999997,103.07799999999999,0.000123,0.0823,0.49700000000000005
The Sharp Things,Lament/A Million Things (Live),3NxqEZJTQqb6sEJi7nsY2m,7,1,-7.042999999999999,0.34299999999999997,0.265,112.111,0.00243,0.951,0.621
Horslips,Mad Pat,20NrenuQTmJRC4xbldlKic,9,0,-10.53,0.447,0.40399999999999997,132.891,0.344,0.0939,0.563
Jukebox The Ghost,Made For Ending,5SpLsJvYlqbU8kczcPLagf,9,1,-6.569,0.799,0.685,124.081,6.41e-06,0.071,0.528
Buddha Lounge,Fade To Black (Cover Version),7yugadpCqJSSxSqUr6yDCw,4,0,-9.122,0.711,0.377,109.993,0.631,0.0676,0.614
Zé Da Guiomar,Rua da Amargura,2s9TenQzdbBJ5HUo0JCcbT,8,1,-10.880999999999998,0.6970000000000001,0.512,149.221,0.409,0.128,0.41200000000000003
The Luyas,What Mercy Is,4Lu8iWkOBwJzkc0PoTbtBI,1,1,-7.644,0.145,0.28800000000000003,156.754,0.51,0.231,0.529
Billie Ray Martin,Off the Rails - Ray Grant 6AM Dub,01EJW8z680nJeVuFiDkLIz,3,0,-12.536,0.643,0.268,119.992,0.831,0.0735,0.384
Lebbis,Branding,1tiBYqSmnkkZzt69PjWONI,1,1,-21.921999999999997,0.537,0.5720000000000001,61.815,0.0,0.87,0.335
Youth Club,Filling It Up to Go,1UXBWuCcxs9utVOKXsyPQy,7,1,-4.15,0.606,0.622,136.025,4.69e-06,0.049,0.855
Antietam,Basra Bound,7ahVMA7afJhxf66rqq908s,7,1,-8.316,0.348,0.617,151.74200000000002,0.93,0.11699999999999999,0.723
PlentaKill,Fury of the Sand,437AunQNNBaMM4gYos7md2,4,0,-8.106,0.623,0.5720000000000001,128.028,0.0071200000000000005,0.52,0.903
Disciple,Watch It Burn,4urM6huHaKQ5qlPHa62zc5,0,1,-5.055,0.502,0.395,128.071,1.6e-05,0.0872,0.895
The Karaoke Channel,In My Daughter's Eyes - Karaoke Version,1VJ5MtxUrlBT1RtpyAyTRo,8,1,-12.977,0.551,0.22699999999999998,119.96799999999999,0.7809999999999999,0.253,0.153
Will Smith,Can You Feel Me?,48kPXOUPbKZaKpxkN25BxF,11,0,-5.97,0.8909999999999999,0.883,123.976,1.28e-06,0.0621,0.6990000000000001
Robert Russell Bennett,Symphonic Songs for Band: 2. Spiritual,5eLuGFcAlnOlY4Nq2JzwXU,4,0,-26.798000000000002,0.152,0.062,83.086,0.675,0.142,0.03
Malvina Reynolds,The World's Gone Beautiful,3MPxkaSZ9AGzBlqVt9wHhw,2,1,-9.568999999999999,0.43,0.46799999999999997,103.37,0.85,0.11599999999999999,0.434
New Birth Brass Band,On My Way (Ms. D),4F1Vm91dUR2Vuw6sO8HNBE,8,1,-7.892,0.644,0.7440000000000001,96.59100000000001,0.209,0.10400000000000001,0.7559999999999999
Lemonjazz,Gypsy Woman - Erotic Bedroom Affairs Lounge Chill Mix,22OJhFb8FzqM7bpjGzbZVL,3,1,-15.747,0.6940000000000001,0.607,141.918,0.737,0.10400000000000001,0.302
Zucchero,Vedo Nero,3kZsvTGbQc4C3ORuOlntGc,5,1,-4.184,0.71,0.5329999999999999,127.00399999999999,0.0,0.0659,0.92
Paul van Dyk,I Don't Deserve You [ASOT 670] - Extended Mix,59d81nDa9zR5yYOW5iTjYx,9,1,-11.784,0.379,0.0504,135.263,0.568,0.289,0.927
One Less Reason,September (Acoustic Live Studio),1zDwNkV8jhS2qvQL0jJVf6,3,1,-5.781000000000001,0.71,0.256,120.949,0.0,0.109,0.46
Taking Back Sunday,How I Met Your Mother,0AAKY0O0WIDbhCAkrvCUSi,3,0,-3.287,0.484,0.444,135.874,0.0,0.128,0.9670000000000001
Six Organs Of Admittance,Invitation To The SR For Supper,4tJ9qcJFmDwiYkH6yLjwoi,1,0,-14.058,0.20800000000000002,0.0382,163.784,0.6629999999999999,0.153,0.501
Oliver Shanti & Friends,Four Circles of life,69rVpk51xpe1RRfIZ50jpo,2,1,-13.978,0.597,0.314,101.01899999999999,0.652,0.142,0.501
Enchantment,It's You That I Need,51x3PIRdB4V2eNHesIXaxZ,2,1,-8.947000000000001,0.314,0.584,165.9,0.000736,0.111,0.6409999999999999
Silverstein,Forever and a Day (Bonus Track),6a7DOVoKlY9XV64vaPXMbG,11,0,-8.096,0.254,0.26899999999999996,126.63600000000001,0.843,0.113,0.816
Crooked Brothers,Sittin True,38X8uhIMT88dHlgCK5LIhe,0,1,-15.209000000000001,0.698,0.23,134.305,0.245,0.159,0.196
Pearl Jam,Leavin Here,3po6lFc9bLV42RRMA9W87i,1,1,-4.388,0.319,0.883,194.799,0.0,0.106,0.912
Eyshila,Simplesmente Te Adorar,2hnEgbyUb72hHNER98utqx,0,1,-7.761,0.35600000000000004,0.0415,129.725,3.4200000000000005e-05,0.909,0.5
Brenda Lee,Dum Dum - Single Version,6Jv2OXpWbiIffgQVD7uWPt,1,1,-11.875,0.6629999999999999,0.654,125.823,0.0,0.254,0.469
Oddisee,Frostbit,25nqS29EIpVoPv2c2fSrxA,7,1,-9.224,0.818,0.449,120.052,0.0505,0.593,0.79
Johnson & Burns,D.C. Cab Ride,0IhizWNh0Z7iH05gsJRX6H,10,0,-11.68,0.8009999999999999,0.578,124.99,0.924,0.36700000000000005,0.512
Sylvia Plath,Introduction - Spinster,565vGnQdkelCTu8SCs6gA3,2,0,-21.433000000000003,0.7240000000000001,0.38299999999999995,119.78,0.0,0.19399999999999998,0.121
Borgore,Dolphin Attack,0adTNKtlG4BqZ5PQ2SP8rk,5,0,-2.89,0.535,0.33899999999999997,127.97399999999999,0.9,0.396,0.935
Chantal Kreviazuk,Grow Up So Fast,6zGtsXCQlVn4DAAxa0FXu0,2,0,-6.354,0.47700000000000004,0.3,74.06,1.53e-05,0.209,0.605
Various Artists,The Ref That Stole Christmas / The Zambonis,4sNd1sFG31lWKTFZC71su2,0,1,-9.831,0.32899999999999996,0.505,76.345,0.664,0.0899,0.331
Promoe,Bondfångeri,5GvslnitKUP66peWYj8dJC,1,0,-6.928,0.7170000000000001,0.195,114.78200000000001,0.0,0.0836,0.74
Crocodiles,Endless Flowers,4sEYA5eaoyAzxkbwXyiPBo,7,1,-3.76,0.36,0.253,139.969,4.99e-06,0.31,0.9470000000000001
Duke Ellington,Midriff,0Wt9PB5t4QsIlkuyK2Yl5u,10,1,-11.376,0.389,0.631,172.511,1.15e-05,0.0793,0.377
Espanto,Ninguna parte (Remezcla de Sergio Pérez García),2aqzP5x2h4RJF5dPtnX5ES,7,1,-12.618,0.5539999999999999,0.32299999999999995,94.956,0.9390000000000001,0.175,0.353
Lee Ann Womack,The Wrong Girl - Greatest Hits Version,3PKyfdlwjzX87qoQzgxjvP,6,1,-6.226,0.665,0.319,109.397,0.0,0.0731,0.598
Hans Zimmer,12 Mother Africa,2kRAWVlx4zlHkvBoclWDic,6,1,-17.908,0.24,0.192,80.814,0.302,0.0965,0.429
Antonio Vivaldi,"Ottone in Villa, RV 729, Act II: Aria: Leggi almeno, tiranna infedele",3T4WP3Rt2roOjPHmBHAlMn,10,1,-21.169,0.231,0.0743,172.393,1.42e-06,0.10800000000000001,0.0402
Kaki King,Kewpie Station,0kAPiGNGEGlERhCpumCWF9,2,1,-13.327,0.6629999999999999,0.13,105.001,0.91,0.102,0.44
Tony Moran,Somthing About You - Offer Nissim Remix,3CZ8oR1Fdlg9pNcefWB9tO,10,0,-2.447,0.659,0.0637,128.007,0.86,0.0349,0.9209999999999999
VYGR,Crushing Winds,04LBPI48KTRhcAdHbF41WD,7,1,-7.827000000000001,0.242,0.0962,107.023,0.87,0.29100000000000004,0.813
Sleeping Bag,These Are The Wolves,6J4Uiw1c9Ae4Lf2LKEhhbq,9,1,-6.1979999999999995,0.375,0.342,177.328,0.9129999999999999,0.17800000000000002,0.628
My Chemical Romance,Desolation Row,2ltFL0EitHBwfUWgdhD9Xs,4,1,-4.2219999999999995,0.297,0.0719,168.28099999999998,4.33e-05,0.106,0.981
Dan Tepfer,Variation 12 / canon at the fourth,4N7RuGcPHlJ3Zo5cDpw2cB,7,1,-17.259,0.505,0.934,78.782,0.929,0.145,0.284
Frank Zappa,"Cheepnis - Live / Helsinki, Finland / 1974",10vlLhD6Ik8vDWo5Jq5vqv,11,1,-12.431,0.382,0.44299999999999995,140.828,3.26e-06,0.306,0.871
Holly Lerski,Building You the Ark,4WlkluZTR0u59HZVjFZaHK,0,1,-8.588,0.6659999999999999,0.7490000000000001,134.917,0.0,0.122,0.5870000000000001
New York Philharmonic,"Concerto for Piano and Orchestra No. 1 in B-Flat Minor, Op. 23: III. Allegro con fuoco",123QRdyb1j4xK2nw87gtrs,10,0,-11.174000000000001,0.225,0.34,88.51,0.9129999999999999,0.188,0.486
Billy Lewis' Nu Drifters,You're More Than A Number In My Little Red Book,0XYAnxPcDOzQdEl4yhEl7G,8,1,-6.097,0.639,0.831,132.019,0.0,0.0253,0.745
Karthik,Pacha Velugu,1BAUlJy3pE7d2VH952aKWF,0,1,-7.851,0.897,0.8240000000000001,119.946,0.000194,0.132,0.672
Wolfgang Amadeus Mozart,"String Quintet No.2 In C, K.515: 1. Allegro",0Mkcj2eA2EMqMGfzwCnd0u,0,1,-22.214000000000002,0.262,0.139,79.986,0.7170000000000001,0.248,0.0768
Los Fresones Rebeldes,Medio Drogados,6mUPmyTPS5ZzR8lN3NSgq0,2,1,-5.638,0.257,0.899,166.81,0.0,0.26899999999999996,0.9059999999999999
King Tubby,Springtime Dub,1gXfgGZB4qqfwf93Z6zg0V,9,1,-6.132000000000001,0.7609999999999999,0.513,145.075,0.52,0.126,0.6659999999999999
Gary Numan,The Machman,36vBTbjOoSG5SbiYWtGNWA,11,0,-11.022,0.561,0.7490000000000001,117.07600000000001,0.00414,0.127,0.657
Liberty,Laser Horse - Dumme Jungs Remix,53nVVsGzQJws4hmjADN6rF,2,1,-8.846,0.669,0.344,129.944,0.679,0.0554,0.8170000000000001
